id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index,arc_website,IG_ID,investor_role
,TO BE ENRICHED,10T,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,10T,,2198,participant
,TO BE ENRICHED,11 Tribes Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,11 Tribes Ventures,,1701,lead
,IMPORTED,1312 Interactive,,,Strategic / CVC,2024,India,Southern and Central_Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"1312 Interactive, India, Southern and Central_Asia",https://www.1312interactive.com/,3909,TARGET
,IMPORTED,14 gaming studios,,,Strategic / CVC,1800,Saudi Arabia,MENA,Private,Gaming (Content & Development Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"14 gaming studios, Saudi Arabia, MENA",https://www.exelbymerak.com/gaming-accelerator,4160,TARGET
,TO BE ENRICHED,1AM Gaming,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,1AM Gaming,,4058,lead
,TO BE ENRICHED,1UP Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,1UP Ventures,,"73, 1176, 2155, 3248","participant, participant, participant, participant"
,TO BE ENRICHED,1Up Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,1Up Ventures,,3975,participant
,TO BE ENRICHED,1kx,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,1kx,,4075,lead
,IMPORTED,2Watch,,,Strategic / CVC,2020,Italy,Southern Europe,Private,Esports,Esports,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"2Watch, Italy, Southern Europe",,1016,TARGET
,TO BE ENRICHED,32-Bit Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,32-Bit Ventures,,3102,participant
,TO BE ENRICHED,32bit Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,32bit Ventures,,2693,participant
,IMPORTED,4game,,,Strategic / CVC,2008,Russia,Eastern Europe,Private,Platform & Tech,Platform & Tech,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"4game, Russia, Eastern Europe",https://eu.4game.com/,4102,TARGET
,TO BE ENRICHED,500 Startups,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,500 Startups,,67,lead
,TO BE ENRICHED,505 Games,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,505 Games,,947,lead
,TO BE ENRICHED,5Y Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,5Y Capital,,86,lead
,IMPORTED,5th Planet Games,OB:FIVEPG,5th Planet Games (OB:FIVEPG),Strategic / CVC,2011,Denmark,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:33,,2025-09-05 01:23:33,,"5th Planet Games, Denmark, Nordic Countries",http://www.5thplanetgames.com/,246,TARGET
,TO BE ENRICHED,6th Man Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,6th Man Ventures,,4121,lead
,IMPORTED,77Studios,,,Strategic / CVC,2022,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"77Studios, USA, North America",https://77studios.io/,2642,TARGET
,TO BE ENRICHED,7GC,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,7GC,,3788,participant
,TO BE ENRICHED,83NORTH,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,83NORTH,,2535,participant
,TO BE ENRICHED,8DAO,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,8DAO,,2482,participant
,TO BE ENRICHED,A100X,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,A100X,,4098,participant
,TO BE ENRICHED,ABC Animation,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,ABC Animation,,3594,lead
,TO BE ENRICHED,AEG,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,AEG,,547,participant
,TO BE ENRICHED,AET Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,AET Fund,,4138,participant
,ENABLED,AG Super Play Club,"Chengdu AG Super Play Club, AG Super Play",,Strategic / CVC,2016,China,Eastern Asia,Private,Esports,Esports,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"AG Super Play Club, China, Eastern Asia",,381,TARGET
,TO BE ENRICHED,AI Futures Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,AI Futures Fund,,4132,participant
,IMPORTED,AMT Games,,,Strategic / CVC,2010,Switzerland,Western Europe,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"AMT Games, Switzerland, Western Europe",http://amt-games.com,2589,TARGET
,TO BE ENRICHED,APY Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,APY Ventures,,"4110, 4112","participant, participant"
,IMPORTED,ASPO,,,Strategic / CVC,2021,Vietnam,Southeast Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"ASPO, Vietnam, Southeast Asia",https://aspo.world/,1522,TARGET
,TO BE ENRICHED,AU21 Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,AU21 Capital,,"1459, 1612","participant, participant"
,IMPORTED,AVY Entertainment,,,Strategic / CVC,2018,USA,North America,Private,Platform & Tech,Platform,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"AVY Entertainment, USA, North America",https://tempostorm.com/,1974,TARGET
,IMPORTED,AY Games,,,Strategic / CVC,2017,Russia,Eastern Europe,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"AY Games, Russia, Eastern Europe",https://aygamesco.com/,1511,TARGET
,IMPORTED,Aarki,,,Strategic / CVC,2010,United States,North America,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Aarki, United States, North America",https://www.aarki.com/,1110,TARGET
,TO BE ENRICHED,Abacus Ventures Growth Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Abacus Ventures Growth Fund,,3843,participant
,TO BE ENRICHED,Abu Dhabi Investment Office,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Abu Dhabi Investment Office,,3296,lead
,TO BE ENRICHED,Accel,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Accel,,"1986, 2659, 4028","participant, lead, participant"
,TO BE ENRICHED,Accelerator Centres AC JumpStart program,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Accelerator Centres AC JumpStart program,,14,lead
,TO BE ENRICHED,Accelerator Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Accelerator Ventures,,4095,participant
,IMPORTED,Ace Games,,,Strategic / CVC,2020,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Ace Games, Turkey, Middle East",,986,TARGET
,TO BE ENRICHED,Acies Acquisition Corp,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Acies Acquisition Corp,,1159,lead
,TO BE ENRICHED,Across Private Investments,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Across Private Investments,,3759,lead
,TO BE ENRICHED,Actera,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Actera,,864,lead
,TO BE ENRICHED,Actoz,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Actoz,,902,participant
,IMPORTED,Acute XR,,,Strategic / CVC,2024,USA,North America,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Acute XR, USA, North America",https://acutexr.com/,3633,TARGET
,IMPORTED,Adact,,,Strategic / CVC,2019,Estonia,Eastern Europe,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Adact, Estonia, Eastern Europe",https://adact.me/,3916,TARGET
,IMPORTED,Admix,,,Strategic / CVC,2017,United Kingdom,British Isles,Private,Platform & Tech,Tech,,Generalist,,,1,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Admix, United Kingdom, British Isles",,454,TARGET
,IMPORTED,Adora.io,,,Strategic / CVC,2022,USA,North America,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Adora.io, USA, North America",www.aldora.io/,2272,TARGET
,TO BE ENRICHED,Adrian Colbert,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Adrian Colbert,,2215,participant
,IMPORTED,Adventure Box,STO: ADVBOX,Adventure Box (STO: ADVBOX),Strategic / CVC,2014,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Adventure Box, Sweden, Nordic Countries",,492,TARGET
,TO BE ENRICHED,Adways,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Adways,,1769,participant
,ENABLED,Aether Games,,,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Aether Games, USA, North America",https://www.aethergames.io/,2799,TARGET
,TO BE ENRICHED,Affinity Esports Group,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Affinity Esports Group,,4161,lead
,IMPORTED,Affyn,,,Strategic / CVC,2020,Singapore,Southeast Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Affyn, Singapore, Southeast Asia",www.affyn.com,"1341, 1768","TARGET, TARGET"
,TO BE ENRICHED,Agileo Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Agileo Ventures,,969,participant
,IMPORTED,Aiming,,,Strategic / CVC,2011,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Aiming, Japan, Eastern Asia",,535,TARGET
,TO BE ENRICHED,Air Street Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Air Street Capital,,4156,lead
,IMPORTED,AirConsole,,,Strategic / CVC,2015,Switzerland,Western Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"AirConsole, Switzerland, Western Europe",https://corp.airconsole.com/,3116,TARGET
,IMPORTED,Airmergent,,,Strategic / CVC,2025,United Kingdom,Western Europe,Private,Gaming (Content & Development Publishing),Outsourcing/WFH,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Airmergent, United Kingdom, Western Europe",,4117,TARGET
,TO BE ENRICHED,Airnow,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Airnow,,1695,lead
,TO BE ENRICHED,Airship Interactive Management,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Airship Interactive Management,,4117,lead
,ENABLED,Akatsuki,TSE:3932,Akatsuki Inc. (TSE:3932),Strategic / CVC,2010,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,6,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Akatsuki, Japan, Eastern Asia",,592,TARGET
,TO BE ENRICHED,AlbionVC,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,AlbionVC,,"2677, 4070, 4072","lead, lead, participant"
,TO BE ENRICHED,Aleph VC,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Aleph VC,,4143,participant
,TO BE ENRICHED,Alesta Elektronik,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Alesta Elektronik,,2994,lead
,TO BE ENRICHED,Alexis Bonte,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Alexis Bonte,,1328,participant
,TO BE ENRICHED,Algorand,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Algorand,,2274,lead
,TO BE ENRICHED,Algorand Foundation,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Algorand Foundation,,2274,lead
,TO BE ENRICHED,Alinea Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Alinea Capital,,969,participant
,TO BE ENRICHED,Alkho Witherspoon,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Alkho Witherspoon,,2215,participant
,ENABLED,All In Games - Ghostrunner (IP sale),Ghostrunner,,Strategic / CVC,2020,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"All In Games - Ghostrunner (IP sale), Poland, Eastern Europe",,947,TARGET
,TO BE ENRICHED,All Star Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,All Star Capital,,1286,participant
,TO BE ENRICHED,Alliance,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Alliance,,2114,participant
,ENABLED,Allied Esports Entertainment,NasdaqCM:AESE,"Allied Esports Entertainment Inc.,Allied Esports Entertainment Inc. (NasdaqCM:AESE)",Strategic / CVC,2017,USA,North America,Private,Esports,Esports,,Generalist,,VESPA Inc,0,2025-09-05 01:23:33,,2025-09-05 01:23:33,,"Allied Esports Entertainment, USA, North America",https://www.alliedesports.gg/,241,TARGET
,ENABLED,Allied Esports Entertainment,NasdaqCM:AESE,"Allied Esports Entertainment Inc.,Allied Esports Entertainment Inc. (NasdaqCM:AESE)",Strategic / CVC,2017,USA,North America,Private,Esports,Esports,,Generalist,,VESPA Inc,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Allied Esports Entertainment, USA, North America",https://www.alliedesports.gg/,3134,TARGET
,TO BE ENRICHED,Almedia,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Almedia,,4159,lead
,TO BE ENRICHED,Alpaca VC,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Alpaca VC,,3450,participant
,IMPORTED,Alpaka Games,,,Strategic / CVC,2024,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Alpaka Games, Turkey, Middle East",https://alpakagames.co/,4147,TARGET
,TO BE ENRICHED,Alpha Sigma Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Alpha Sigma Capital,,2215,participant
,TO BE ENRICHED,Alpha Wave Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Alpha Wave Ventures,,2198,participant
,IMPORTED,Alpha3D,,,Strategic / CVC,2018,Estonia,Baltic Countries,Private,Platform & Tech,Tech,,Generalist,,,1,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Alpha3D, Estonia, Baltic Countries",https://www.alpha3d.io/,2997,TARGET
,TO BE ENRICHED,AlphaCoin Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,AlphaCoin Fund,,1612,participant
,TO BE ENRICHED,Altered State Machine,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Altered State Machine,,1982,participant
,TO BE ENRICHED,Altos Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Altos Ventures,,3864,lead
,TO BE ENRICHED,Alumni Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Alumni Ventures,,"4070, 4095","participant, participant"
,TO BE ENRICHED,Amazon Alexa Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Amazon Alexa Fund,,2882,participant
,ENABLED,Amber,Amber Group,ambergroup.io,Strategic / CVC,2013,Romania,Eastern Europe,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,10,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Amber, Romania, Eastern Europe",https://amberstudio.com/,2367,TARGET
,IMPORTED,Amplitude Studios,,,Strategic / CVC,2011,France,Western Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,1,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Amplitude Studios, France, Western Europe",https://www.amplitude-studios.com/,4048,TARGET
,IMPORTED,Anchor Node,,,Strategic / CVC,2023,South Korea,Asia,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Anchor Node, South Korea, Asia",https://anchornode.io/,3178,TARGET
,TO BE ENRICHED,Andover,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Andover,,2756,participant
,TO BE ENRICHED,Andreessen Horowitz (a16z),,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Andreessen Horowitz (a16z),,"373, 1288, 1462, 1986, 2155, 4153","lead, lead, lead, participant, lead, participant"
,TO BE ENRICHED,Andreessen Horowitz (a16z) Crypto Startup Accelerator (CSX),,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Andreessen Horowitz (a16z) Crypto Startup Accelerator (CSX),,"4053, 4061","lead, lead"
,TO BE ENRICHED,Andreessen Horowitz (a16z) Speedrun,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Andreessen Horowitz (a16z) Speedrun,,"3124, 4095, 4112, 4138, 4147","lead, participant, participant, participant, participant"
,TO BE ENRICHED,Angular Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Angular Ventures,,4092,lead
,ENABLED,Animal,,,Strategic / CVC,2000,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Animal, USA, North America",https://animalmade.com/,1284,TARGET
,ENABLED,Anime Last Stand (IP sale),Anime Last Stand,,Strategic / CVC,2024,USA,North America,Private,Gaming,Multiplatform,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Anime Last Stand (IP sale), USA, North America",https://discord.com/invite/animelaststand,3327,TARGET
,ENABLED,Animoca Brands,ASX:AB1,"Animoca Brands (ASX: AB1),Animoca Brands (Blowfish Studios),Animoca Brands Corporation Limited,Animoca Brands Japan",Strategic / CVC,2014,Hong Kong,Eastern Asia,Public,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,148,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Animoca Brands, Hong Kong, Eastern Asia",https://www.animocabrands.com/,"1070, 1186, 2198, 2286, 2348","TARGET, TARGET, TARGET, TARGET, TARGET"
,ENABLED,Animoca Brands,ASX:AB1,"Animoca Brands (ASX: AB1),Animoca Brands (Blowfish Studios),Animoca Brands Corporation Limited,Animoca Brands Japan",Strategic / CVC,2014,Hong Kong,Eastern Asia,Public,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,148,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Animoca Brands, Hong Kong, Eastern Asia",https://www.animocabrands.com/,2096,TARGET
,TO BE ENRICHED,Animoca Brands,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Animoca Brands,,"429, 1254, 1488, 1851, 1986, 3360, 3450, 4062, 4134","participant, lead, lead, lead, participant, lead, lead, participant, participant"
,TO BE ENRICHED,Animoca Brands SevenX Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Animoca Brands SevenX Ventures,,2984,lead
,IMPORTED,AnotherBall,,,Strategic / CVC,2020,Singapore,Southeast Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"AnotherBall, Singapore, Southeast Asia",https://anotherball.com/,2811,TARGET
,IMPORTED,Antistatic Studios,,,Strategic / CVC,2021,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Antistatic Studios, Japan, Eastern Asia",https://www.antistaticstudios.net/,3848,TARGET
,IMPORTED,Anubis Gaming,,,Strategic / CVC,2015,Egypt,Northern Africa,Private,Esports,Esports,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Anubis Gaming, Egypt, Northern Africa",,"367, 423","TARGET, TARGET"
,IMPORTED,Aone Games,,,Strategic / CVC,2020,India,Southern and Central_Asia,Private,Other,Cash-related,Cash/Skill-based/RMG,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Aone Games, India, Southern and Central_Asia",www.awongamez.com,1344,TARGET
,TO BE ENRICHED,Aonic Group,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Aonic Group,,2867,lead
,IMPORTED,Aonic Group,,,Strategic / CVC,2021,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,6,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Aonic Group, Sweden, Nordic Countries",https://aonic.co/,3110,TARGET
,TO BE ENRICHED,Aperture Venture Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Aperture Venture Capital,,4172,lead
,TO BE ENRICHED,Apex Capital Partners,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Apex Capital Partners,,2215,participant
,IMPORTED,Apogee,,,Strategic / CVC,1985,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Apogee, USA, North America",https://www.apogeeent.com/,1747,TARGET
,IMPORTED,AppQuantum,,,Strategic / CVC,2017,Russia,Eastern Europe,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"AppQuantum, Russia, Eastern Europe",https://appquantum.com/,1776,TARGET
,TO BE ENRICHED,AppWorks Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,AppWorks Fund,,"1070, 1186","participant, participant"
,IMPORTED,Appier,TSE: 4180,Appier (TSE: 4180),Strategic / CVC,2012,China,Eastern Asia,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Appier, China, Eastern Asia",,939,TARGET
,IMPORTED,Appirits,JASDAQ:4174,Appirits (JASDAQ:4174),Strategic / CVC,2000,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Appirits, Japan, Eastern Asia",,836,TARGET
,TO BE ENRICHED,Applovin Corp (NASDAQ: APP),,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Applovin Corp (NASDAQ: APP),,"66, 68, 2047","lead, participant, lead"
,IMPORTED,AppsFlyer,,,Strategic / CVC,2011,USA,North America,Private,Platform & Tech,Tech,,Generalist,,,1,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"AppsFlyer, USA, North America",,593,TARGET
,TO BE ENRICHED,Aptos,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Aptos,,2711,lead
,TO BE ENRICHED,Aptos Labs,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Aptos Labs,,"3763, 4132","lead, participant"
,TO BE ENRICHED,Aquanow,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Aquanow,,3356,participant
,IMPORTED,Aquiris,,,Strategic / CVC,2007,Brazil,South America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Aquiris, Brazil, South America",http://www.aquiris.com.br/en/,"2005, 2772","TARGET, TARGET"
,TO BE ENRICHED,Arbitrum Foundation Grant Program,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Arbitrum Foundation Grant Program,,3842,lead
,TO BE ENRICHED,Arbitrum Gaming Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Arbitrum Gaming Ventures,,"4085, 4139","lead, lead"
,TO BE ENRICHED,Arcadia Gaming Advisors,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Arcadia Gaming Advisors,,4011,participant
,TO BE ENRICHED,Arcaia Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Arcaia Ventures,,3526,participant
